Frame_ID,Time_YOLO_ms,Time_MediaPipe_ms,Time_Model_ms,Num_Persons,BBox_Area,Target_Confidence,FPS,Total_Latency_ms
396,2311.56,36.31,0.0,1,13813.34,0.0,0.4,2348.04
397,2252.74,68.49,23.43,1,88698.09,0.9981,0.4,2344.88
398,2242.65,66.69,21.37,1,138092.42,0.9993,0.4,2330.89
399,2378.41,66.04,20.91,3,122607.57,0.9986,0.4,2465.54
400,2342.51,65.97,20.68,1,194770.05,0.9976,0.4,2429.36
401,2392.42,67.63,21.61,1,133096.77,0.9967,0.4,2481.83
402,2335.2,94.3,23.01,1,128678.25,0.5181,0.4,2452.67
403,2469.73,75.53,22.02,1,183413.69,0.9995,0.4,2567.5
404,2448.56,67.73,23.64,1,157262.61,0.9984,0.4,2540.1
405,2790.42,68.85,22.0,2,146883.55,0.8738,0.3,2881.44
406,2277.96,38.13,0.0,1,47841.12,0.0,0.4,2316.2
407,2225.12,67.34,21.6,1,163832.91,0.8003,0.4,2314.21
408,2577.08,97.08,23.24,1,146548.78,0.9972,0.4,2697.56
409,2384.38,94.54,22.08,1,99853.96,0.996,0.4,2501.19
410,2294.11,37.37,0.0,1,112169.47,0.0,0.4,2331.59
411,2216.88,37.23,0.0,1,99679.39,0.0,0.4,2254.22
412,2248.62,65.51,22.39,1,233588.52,0.4317,0.4,2336.7
413,2248.52,93.12,21.24,1,109113.6,0.9993,0.4,2363.03
414,2247.58,95.93,21.41,1,131389.53,0.305,0.4,2365.07
415,2236.99,65.01,21.65,1,184913.47,0.9971,0.4,2323.82
416,2268.96,66.66,22.41,1,117736.74,0.9893,0.4,2358.19
417,2241.47,65.85,21.0,1,84599.44,0.994,0.4,2328.5
418,2240.9,36.56,0.0,1,195537.89,0.0,0.4,2277.61
419,2236.58,65.01,22.0,1,50359.27,0.9982,0.4,2323.77
420,2202.45,93.31,23.58,1,63756.02,0.9601,0.4,2319.53
421,2300.67,65.59,0.0,1,55858.68,0.0,0.4,2366.39
422,2242.08,67.74,22.94,1,260567.56,0.9989,0.4,2332.93
423,2263.35,66.81,21.27,1,72279.31,0.9976,0.4,2351.6
424,2221.87,64.71,0.0,1,71969.5,0.0,0.4,2286.69
425,2345.83,36.7,0.0,1,110799.98,0.0,0.4,2382.64
426,2231.67,65.47,21.37,1,237486.12,0.9925,0.4,2318.7
427,2369.5,68.82,25.19,1,166731.2,0.9981,0.4,2463.66
428,2411.38,67.54,26.1,1,122168.78,0.9986,0.4,2505.19
429,2235.3,92.67,26.24,1,125779.24,0.9739,0.4,2354.41
430,2505.7,70.02,22.16,1,50003.67,0.6432,0.4,2598.08
431,2370.09,67.41,22.52,1,137841.27,0.7112,0.4,2460.19
432,2211.19,93.7,21.54,1,104079.84,0.9809,0.4,2326.61
433,2400.28,65.32,21.57,1,185576.89,0.9975,0.4,2487.37
434,3247.32,68.39,23.55,1,166933.09,0.9986,0.3,3339.44
435,1945.53,63.35,15.5,1,149686.92,0.9991,0.5,2024.54
436,1139.68,21.78,0.0,1,52762.34,0.0,0.9,1161.61
437,2060.67,51.1,12.35,1,164665.48,0.9987,0.5,2124.34
438,1738.76,71.03,23.95,1,245523.8,0.9984,0.5,1833.93
439,2786.21,69.7,23.66,1,108643.11,0.9996,0.3,2879.73
440,2910.62,74.97,25.59,1,130467.69,0.9924,0.3,3011.39
441,2816.77,73.94,24.96,1,68134.59,0.9974,0.3,2915.92
442,2672.03,68.09,23.3,1,87569.1,0.4059,0.4,2763.6
443,2561.57,78.3,26.04,1,230134.58,0.9986,0.4,2666.09
444,2703.26,68.73,23.53,1,140893.94,0.9949,0.4,2795.69
445,2532.63,40.71,0.0,1,43100.89,0.0,0.4,2573.48
446,2592.58,68.84,25.71,1,162321.55,0.9989,0.4,2687.3
447,2490.81,99.56,27.48,1,94459.44,0.9991,0.4,2618.02
448,3648.28,89.79,32.31,1,209169.56,0.9966,0.3,3770.6
449,3651.65,86.88,27.22,1,173128.2,0.9829,0.3,3765.93
450,3390.39,77.74,28.02,1,99525.21,0.3151,0.3,3496.38
451,3395.38,80.75,30.1,1,245240.64,0.996,0.3,3506.58
452,4974.1,80.49,0.0,1,84122.81,0.0,0.2,5054.76
453,3176.03,46.63,0.0,1,248756.34,0.0,0.3,3222.8
454,3119.24,133.44,34.05,1,158240.17,0.385,0.3,3288.31
455,1347.83,35.29,14.81,1,212228.53,0.9988,0.7,1398.1
456,3124.92,40.18,0.0,1,43838.36,0.0,0.3,3165.25
457,2751.01,101.02,25.14,1,106482.4,0.4663,0.3,2877.38
458,2908.65,261.37,23.7,1,132541.72,0.4593,0.3,3193.94
459,3167.77,67.95,25.65,1,148347.98,0.9946,0.3,3261.53
460,3006.35,99.51,23.37,2,170784.38,0.9976,0.3,3129.43
461,2753.7,69.4,22.59,1,100511.8,0.9982,0.4,2845.87
462,2900.31,42.71,0.0,1,182567.0,0.0,0.3,2943.2
463,2757.73,38.69,0.0,1,106135.43,0.0,0.4,2796.53
464,2835.17,109.03,23.45,1,87156.43,0.5465,0.3,2967.88
465,2574.9,72.22,23.64,3,103368.96,0.9881,0.4,2670.92
466,2521.28,73.19,23.77,1,86829.65,0.9983,0.4,2618.42
467,2631.43,71.39,32.69,1,66237.05,0.9985,0.4,2735.75
468,3185.74,107.44,28.84,1,98700.42,0.3448,0.3,3322.25
469,3388.68,115.03,0.0,1,205796.17,0.0,0.3,3503.95
470,3095.38,86.58,47.33,1,106763.6,0.999,0.3,3229.65
471,3385.51,71.93,25.92,1,118350.83,0.9985,0.3,3483.56
472,3554.21,102.04,27.9,1,172446.62,0.5863,0.3,3684.4
473,2864.66,74.53,26.25,1,212694.42,0.3549,0.3,2965.66
474,2983.09,72.22,25.38,1,227559.22,0.9982,0.3,3080.95
475,3163.24,103.87,27.12,1,131086.45,0.8503,0.3,3294.43
476,2835.8,70.78,24.53,1,124760.07,0.998,0.3,2931.29
477,2685.64,68.48,23.47,1,192509.58,0.9966,0.4,2777.75
478,2572.47,71.47,23.5,1,118587.54,0.9693,0.4,2667.61
479,2679.25,98.07,23.67,1,84570.98,0.9992,0.4,2801.15
480,2575.32,77.32,25.27,1,140772.33,0.605,0.4,2678.12
481,2266.94,49.76,25.54,1,176643.84,0.9976,0.4,2342.4
482,2327.12,91.4,31.92,1,234977.06,0.9981,0.4,2450.69
483,3110.41,79.84,27.57,1,222625.75,0.9933,0.3,3218.15
484,3712.58,78.96,28.36,1,100578.38,0.9979,0.3,3820.09
485,3328.21,77.78,31.04,1,102266.79,0.9991,0.3,3437.43
486,3072.54,74.49,26.2,1,100978.1,0.9977,0.3,3173.44
487,2968.56,76.85,31.68,1,170564.39,0.9986,0.3,3077.27
488,4451.66,79.19,29.96,1,164107.17,0.9988,0.2,4561.18
489,3385.45,78.24,33.02,1,231276.62,0.9979,0.3,3497.1
490,3082.39,114.39,33.76,1,111887.57,0.9969,0.3,3230.76
491,4107.85,81.46,28.63,1,229965.91,0.9899,0.2,4218.2
492,3610.93,79.52,29.21,1,54460.12,0.6044,0.3,3719.89
493,2811.69,70.81,24.66,1,163019.02,0.9994,0.3,2907.34
494,2884.29,72.41,25.96,1,111059.19,0.5786,0.3,2982.85
495,2849.25,80.03,27.95,1,206154.2,0.9173,0.3,2957.45
496,2843.8,98.45,26.07,1,91971.06,0.9979,0.3,2968.58
497,2708.26,69.39,25.85,1,190644.67,0.821,0.4,2803.69
498,2594.59,102.52,27.58,1,118941.39,0.9952,0.4,2724.86
499,2970.3,70.46,23.06,1,161677.25,0.9987,0.3,3064.01
